category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Vascular Plant,Orobanche uniflora,"Naked Broomrape, One-Flowered Cancer-Root",In Recovery,3.8,70.707
Vascular Plant,Pedicularis canadensis,"Early Wood Lousewort, Wood Betony",Species of Concern,16.5,0.971
Vascular Plant,Pedicularis lanceolata,Swamp Lousewort,,11.6,0.802
Vascular Plant,Paulownia tomentosa,"Princess Tree, Royal Paulownia",Species of Concern,134.6,0.003
Vascular Plant,Mazus miquelii,Mazus,,113.6,3.838
Vascular Plant,Mazus pumilus,Mazus,,5.8,0.112
Vascular Plant,Mimulus alatus,"Sharp-Wing Monkeyflower, Winged Monkey Flower",,183.4,0.155
Vascular Plant,Mimulus ringens,"Monkey Flower, Square-Stem Monkeyflower",,6.1,28.312
Vascular Plant,Phryma leptostachya,Lopseed,,36.8,0.158
Vascular Plant,Callitriche heterophylla,"Larger Water-Starwort, Water Star-Wort",Species of Concern,31.8,0.127
Vascular Plant,Callitriche terrestris,Water Star-Wort,Species of Concern,91.9,23.416
Vascular Plant,Chelone glabra,Turtlehead,In Recovery,46.5,4.072
Vascular Plant,Chelone lyonii,Pink Turtlehead,,203.0,1.647
Vascular Plant,Chelone obliqua,"Lance-Leaved Turtlehead, Red Turtlehead",,5.9,5.072
Vascular Plant,Digitalis purpurea,"Fox-Glove, Purple Foxglove",Threatened,299.8,0.13
Vascular Plant,Gratiola floridana,Florida Hedgehyssop,,15.9,4.67
Vascular Plant,Gratiola neglecta,"Clammy Hedge-Hyssop, Hedge-Hyssop",,23.0,0.141
Vascular Plant,Gratiola virginiana,"Roundfruit Hedge-Hyssop, Virginia Hedge-Hyssop",Endangered,94.3,544.627
Vascular Plant,Gratiola viscidula,Short's Hedgehyssop,Species of Concern,31.0,0.172
Vascular Plant,Kickxia elatine,Sharpleaf Cancerwort,Endangered,3.8,3.142
Vascular Plant,Linaria vulgaris,Butter-And-Eggs,,92.3,5.408
Vascular Plant,Nuttallanthus canadensis,Old-Field Toadflax,Species of Concern,24.5,0.378
Vascular Plant,Penstemon calycosus,Longsepal Beardtongue,,6.6,13.288
Vascular Plant,Penstemon canescens,"Gray Beardtongue, Hairy Beard-Tongue",Species of Concern,73.4,0.035
Vascular Plant,Penstemon digitalis,"Foxglove Beardtongue, Large-Flowered Beard Tongue",Threatened,165.3,6.925
Vascular Plant,Penstemon laevigatus,"Smooth Beardtongue, Smooth Beard-Tongue",Species of Concern,131.6,0.058
Vascular Plant,Penstemon smallii,"Small's Beardtongue, Small's Beard-Tongue",In Recovery,4.8,1.136
Vascular Plant,Plantago,"Indianwheat, Plantain",,44.9,147.069
Vascular Plant,Plantago aristata,"Bracted Plantain, Large-Bract Plantain",,57.2,0.899
Vascular Plant,Plantago lanceolata,"English Plantain, Ribgrass",Species of Concern,7.2,35.695
Vascular Plant,Plantago major,"Nipple-Seed Plantain, Plantain",Endangered,7.7,96.657
Vascular Plant,Plantago pusilla,"Dwarf Plantain, Small Plantain",,17.4,87.922
Vascular Plant,Plantago rugelii,"Black-Seed Plantain, White Man's Footprint",,55.4,1.171
Vascular Plant,Plantago virginica,"Pale-Seeded Plantain, Virginia Plantain",,13.2,0.703
Vascular Plant,Veronica agrestis,"Field Speedwell, Green Field Speedwell",,41.0,1.999
Vascular Plant,Veronica anagallis-aquatica,Brook-Pimpernell,In Recovery,12.0,1.09
Vascular Plant,Veronica arvensis,Corn Speedwell,Species of Concern,27.0,0.008
Vascular Plant,Veronica hederifolia,Ivy-Leaved Speedwell,Species of Concern,42.5,0.142
Vascular Plant,Veronica officinalis,"Common Speedwell, Gypsy-Weed",Species of Concern,6.1,0.024
Vascular Plant,Veronica peregrina,Purslane Speedwell,,2.9,0.056
Vascular Plant,Veronica persica,"Perscians' Speedwell, Speedwell",,10.5,217.707
Vascular Plant,Veronica serpyllifolia,Thyme-Leaved Speedwell,Species of Concern,13.1,2.571
Vascular Plant,Veronicastrum virginicum,"Culver's Root, Culver's-Root",,39.7,2.288
Vascular Plant,Buddleja davidii,Orange Eye Butterflybush,Endangered,22.4,0.083
Vascular Plant,Scrophularia marilandica,"Carpenter's Square Figwort, Figwort",,139.9,151.108
Vascular Plant,Verbascum blattaria,"Moth Mullein, White Moth Mullein",,3.3,0.127
Vascular Plant,Verbascum thapsus,"Common Mullein, Great Mullein",,17.5,0.148
Vascular Plant,Verbascum virgatum,Wand Mullein,Endangered,45.0,0.267
Vascular Plant,Polypremum procumbens,Juniper-Leaf,Species of Concern,329.7,32.342
Vascular Plant,Phyla lanceolata,Lanceleaf Fogfruit,,31.7,21.487
Vascular Plant,Verbena brasiliensis,"Blue Vervain, Brazillian Vervain",Threatened,92.5,0.403
Vascular Plant,Verbena simplex,"Narrow-Leaved Vervain, Vervain",,9.2,2.004
Vascular Plant,Verbena urticifolia,White Vervain,,69.0,2.334
Vascular Plant,Calycanthus floridus,"Carolina-Allspice, Eastern Sweetshrub",,3.7,0.222
Vascular Plant,Calycanthus floridus var. floridus,Eastern Sweetshrub,Species of Concern,22.4,1.365
Vascular Plant,Calycanthus floridus var. glaucus,Sweetshrub,,261.7,0.052
Vascular Plant,Lindera benzoin,Spicebush,Endangered,45.0,68.223
Vascular Plant,Sassafras albidum,Sassafras,,374.6,0.6
Vascular Plant,Uvularia grandiflora,Large-Flowered Bellwort,,44.2,6.851
Vascular Plant,Uvularia perfoliata,Perfoliate Bellwort,Species of Concern,31.0,1.288
Vascular Plant,Uvularia puberula,Mountain Bellwort,Species of Concern,41.4,0.003
Vascular Plant,Uvularia sessilifolia,"Sessile-Leaf Bellwort, Wild Oats",,55.6,2.26
Vascular Plant,Clintonia borealis,"Bluebead Lily, Clinton Lily",Species of Concern,18.8,275.106
Vascular Plant,Clintonia umbellulata,"Speckled Wood Lily, White Clintonia",Endangered,10.9,0.602
Vascular Plant,Erythronium americanum,"American Troutlily, Yellow Trout-Lily",,267.7,0.206
Vascular Plant,Erythronium umbilicatum ssp. umbilicatum,Dimpled Troutlily,Species of Concern,12.7,1.142
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,Species of Concern,67.3,2.772
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern,5.2,0.436
Vascular Plant,Lilium lancifolium,Tiger Lily,,11.8,1.359
Vascular Plant,Lilium michauxii,Carolina Lily,,40.9,4.69
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",Species of Concern,2.9,23.567
Vascular Plant,Lilium superbum,Turk's Cap Lily,,33.2,52.527
Vascular Plant,Medeola virginiana,"Indian Cucumber, Indian Cucumber-Root",,41.8,25.876
Vascular Plant,Ornithogalum umbellatum,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",,42.9,47.73
Vascular Plant,Prosartes lanuginosum,Yellow Mandarin,Species of Concern,45.9,1.291
Vascular Plant,Prosartes maculatum,Spotted Mandarin,Species of Concern,375.0,15.22
Vascular Plant,Streptopus amplexifolius var. amplexifolius,"American Twistedstalk, Claspleaf Twistedstalk",,48.8,0.068
Vascular Plant,Streptopus lanceolatus var. lanceolatus,Twistedstalk,Species of Concern,5.2,3.427
Vascular Plant,Streptopus lanceolatus var. roseus,Twistedstalk,Species of Concern,29.2,0.355
Vascular Plant,Streptopus roseus,"Rose Twisted-Stalk, Rosy Twisted-Stalk",Species of Concern,29.1,87.494
Vascular Plant,Amianthium muscitoxicum,Fly Poison,,56.5,0.095
Vascular Plant,Chamaelirium luteum,"Devil's-Bit, Fairy Wand",,21.5,0.22
Vascular Plant,Melanthium latifolium,"Bunch-Flower, Hybrid Bunchflower",In Recovery,15.4,0.586
Vascular Plant,Melanthium parviflorum,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne",In Recovery,13.8,0.072
Vascular Plant,Stenanthium gramineum,"Eastern Featherbells, Featherbells",Threatened,21.0,0.406
Vascular Plant,Trillium catesbaei,Catesby's Trillium,,0.7,279.34
Vascular Plant,Trillium cuneatum,"Little Sweet Trillium, Sessile-Flowered Maroon Trillium",,90.6,0.644
Vascular Plant,Trillium erectum,"Ill-Scent Trillium, Wake Robin",,25.1,0.088
Vascular Plant,Trillium flexipes,Jennison's White Trillium,In Recovery,187.7,189.279
Vascular Plant,Trillium grandiflorum,"Large-Flower Trillium, White Trillium",Species of Concern,29.6,21.303
Vascular Plant,Trillium luteum,Yellow Trillium,Species of Concern,30.3,0.058
Vascular Plant,Trillium pusillum var. pusillum,Dwarf Wakerobin,Species of Concern,15.0,2.293
Vascular Plant,Trillium rugelii,Southern Nodding Trillium,Species of Concern,14.2,0.954
Vascular Plant,Trillium simile,Sweet White Trillium,,22.0,1.347
Vascular Plant,Trillium undulatum,Painted Trillium,,26.1,0.116
Vascular Plant,Trillium vaseyi,Vasey's Trillium,,10.4,0.066
Vascular Plant,Veratrum viride,"American False-Helleborne, False Hellebore",Species of Concern,79.3,0.009
Vascular Plant,Xerophyllum asphodeloides,Eastern Turkeybeard,Species of Concern,97.9,52.766
Vascular Plant,Smilax biltmoreana,Carrion Flower,Species of Concern,17.1,0.002
Vascular Plant,Smilax bona-nox,"Catbrier, Saw Greenbrier",In Recovery,15.9,1.404
Vascular Plant,Smilax glauca,"Glaucous Catbrier, Glaucous-Leaved Greenbrier",,7.3,0.455
Vascular Plant,Smilax herbacea,"Carrion Flower, Smooth Herbaceous Greenbrier",Species of Concern,153.9,8.691
Vascular Plant,Smilax hugeri,"Huger's Carrion Flower, Huger's Carrion-Flower",Species of Concern,8.1,0.03
Vascular Plant,Smilax pulverulenta,Downy Carrionflower,,16.6,0.967
Vascular Plant,Smilax rotundifolia,"Common Greenbrier, Greenbrier",,44.5,0.432
Vascular Plant,Smilax tamnoides,"Bristly Greenbrier, Hispid Greenbrier",In Recovery,45.3,208.072
Vascular Plant,Huperzia appalachiana,Fir Clubmoss,,65.3,1.462
Vascular Plant,Huperzia lucidula,"Shining Clubmoss, Shining Club-Moss",,19.7,0.676
Vascular Plant,Huperzia porophila,Rock Clubmoss,,101.2,0.344
Vascular Plant,Huperzia selago var. densa,Fir Clubmoss,,25.9,1.874
Vascular Plant,Huperzia selago var. selago,Fir Clubmoss,Species of Concern,13.4,0.053
Vascular Plant,Lycopodium annotinum,Stiff Clubmoss,Species of Concern,36.1,1.416
Vascular Plant,Lycopodium clavatum,"Running Clubmoss, Running Pine",,44.7,0.434
Vascular Plant,Lycopodium complanatum,Running-Pine,In Recovery,106.2,0.184
Vascular Plant,Lycopodium dendroideum,Tree Groundpine,,191.4,0.021
Vascular Plant,Lycopodium digitatum,Running-Pine,,41.3,5.412
Vascular Plant,Lycopodium hickeyi,Ground Pine,,9.4,4.764
Vascular Plant,Lycopodium obscurum,Ground Pine,,113.9,0.006
Vascular Plant,Lycopodium tristachyum,"Deep-Root Clubmoss, Ground Cedar",Threatened,44.8,0.003
Vascular Plant,Asimina triloba,"Pawpaw, Paw-Paw",Threatened,7.7,96.826
Vascular Plant,Liriodendron tulipifera,"Tulip Tree, Tuliptree, Yellow Poplar",Threatened,12.2,0.088
Vascular Plant,Magnolia acuminata,"Cucumber Magnolia, Cucumber-Tree",,19.3,289.967
Vascular Plant,Magnolia fraseri,Fraser Magnolia,Species of Concern,2.7,0.119
Vascular Plant,Magnolia grandiflora,"Large-Flower Magnolia, Southern Magnolia",,148.0,171.444
Vascular Plant,Magnolia macrophylla,"Bigleaf Magnolia, Big-Leaved Magnolia",,21.7,0.074
Vascular Plant,Magnolia tripetala,Umbrella Magnolia,,303.4,88.775
Vascular Plant,Acalypha gracilens,"Narrow-Leaved Three-Seeded Mercury, Slender Copperleaf",,55.4,0.216
Vascular Plant,Acalypha ostryifolia,"Hornbeam Copper-Leaf, Hornbeam-Leaved Three-Seeded Mercury",Species of Concern,23.1,1.104
Vascular Plant,Acalypha rhomboidea,"Common Threeseed Mercury, Virginia Threeseed Mercury",Threatened,36.5,62.023
Vascular Plant,Acalypha virginica,"Virginia Copperleaf, Virginia Threeseed Mercury",Species of Concern,70.5,0.112
Vascular Plant,Chamaesyce nutans,Eyebane,,128.0,3.607
Vascular Plant,Croton glandulosus var. septentrionalis,Vente Conmigo,,56.0,64.48
Vascular Plant,Croton monanthogynus,Prairie Tea,,6.5,1.507
Vascular Plant,Euphorbia commutata,"Spurge, Wood Spurge",,13.0,0.033
Vascular Plant,Euphorbia corollata,"Flowering Spruge, Flowering Spurge",Threatened,37.2,879.094
Vascular Plant,Euphorbia cyparissias,Cypress Spurge,,2.7,1.521
Vascular Plant,Euphorbia dentata var. dentata,"Toothed Spurge, Toothedleaf Poinsettia",,52.9,2.243
Vascular Plant,Euphorbia lathyris,Moleplant,,21.4,0.064
Vascular Plant,Euphorbia marginata,Snow On The Mountain,Species of Concern,32.4,0.249
Vascular Plant,Euphorbia mercurialina,Mercury Spurge,,1.8,32.671
Vascular Plant,Euphorbia pubentissima,Dogbane-Leaved Spurge,Threatened,77.5,1.876
Vascular Plant,Euphorbia purpurea,Glade Spurge,Species of Concern,32.3,24.187
Vascular Plant,Ricinus communis,Castorbean,,32.1,15.801
Vascular Plant,Hypericum buckleii,Buckley's St. Johnswort,Threatened,17.2,43.814
Vascular Plant,Hypericum densiflorum,"Bushy St. John's-Wort, Shrubby St. John's-Wort",Species of Concern,36.1,2.678
Vascular Plant,Hypericum drummondii,Nits And Lice,,5.3,3.378
Vascular Plant,Hypericum gentianoides,"Orange-Grass St. John's-Wort, Pineweed",,9.0,0.334
Vascular Plant,Hypericum graveolens,Mountain St. John's-Wort,Species of Concern,9.2,0.115
Vascular Plant,Hypericum hypericoides,St. Andrews Cross,,314.1,45.986
Vascular Plant,Hypericum hypericoides ssp. hypericoides,St. Andrew's Cross,,245.8,0.078
Vascular Plant,Hypericum hypericoides ssp. multicaule,"A St. John's-Wort, Low St. Andrew's Cross",,26.7,0.065
Vascular Plant,Hypericum mitchellianum,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",Species of Concern,10.6,0.166
Vascular Plant,Hypericum mutilum,"Dwarf St. John's-Wort, Slender St. John's-Wort",Threatened,108.6,0.612
Vascular Plant,Hypericum perforatum,"A St. John's-Wort, Common St. John's-Wort",Species of Concern,88.4,7.466
Vascular Plant,Hypericum pseudomaculatum,False Spotted St. Johnswort,,389.3,0.041
Vascular Plant,Hypericum punctatum,"Common St. John's-Wort, Dotted St. John's-Wort",In Recovery,111.2,28.965
Vascular Plant,Hypericum virgatum,Sharpleaf St. Johnswort,,7.6,20.447
Vascular Plant,Linum intercursum,Sandplain Flax,,36.7,0.934
Vascular Plant,Linum medium var. texanum,Stiff Yellow Flax,Species of Concern,9.1,0.273
Vascular Plant,Linum striatum,"Ridged Yellow Flax, Yellow Flax",,287.1,1.652
Vascular Plant,Linum virginianum,Virginia Flax,,62.7,0.228
Vascular Plant,Passiflora incarnata,"Passion-Flower, May-Pop, Purple Passion-Flower",,9.6,24.655
Vascular Plant,Passiflora lutea,"Yellow Passionflower, Yellow Passion-Flower",Threatened,4.9,0.584
Vascular Plant,Phyllanthus caroliniensis,"Carolina Leaf-Flower, Phyllanthus",,25.6,2.178
Vascular Plant,Podostemum ceratophyllum,"Riverweed, Threadfoot",,19.8,4.435
Vascular Plant,Populus alba,"Silver Poplar, White Poplar",,56.3,10.346
Vascular Plant,Populus balsamifera ssp. balsamifera,Balm Of Gilead,,7.5,0.81
Vascular Plant,Populus deltoides,Eastern Cottonwood,,102.9,15.435
Vascular Plant,Populus grandidentata,"Big-Toothed Aspen, Large-Toothed Aspen",Species of Concern,4.7,3.97
Vascular Plant,Populus nigra,Lombardy Poplar,Species of Concern,2.3,1.854
Vascular Plant,Populus X canescens,Gray Poplar,Species of Concern,239.2,0.154
Vascular Plant,Populus X jackii,Jack's Poplar,Species of Concern,9.0,11.135
Vascular Plant,Salix alba,A Willow,,3.9,0.339
Vascular Plant,Salix babylonica,"A Willow, Weeping Willow",,50.2,0.338
Vascular Plant,Salix caprea,Goat Willow,In Recovery,18.5,10.596
Vascular Plant,Salix caroliniana,Carolina Willow,,40.7,3.212
Vascular Plant,Salix discolor,Pussy Willow,Species of Concern,16.3,4.158
Vascular Plant,Salix eriocephala,"Missouri River Willow, Missouri Willow",,21.1,5.178
Vascular Plant,Salix humilis,Prairie Willow,,13.5,1.045
Vascular Plant,Salix humilis var. humilis,Prairie Willow,,7.5,1.511
Vascular Plant,Salix humilis var. tristis,Dwarf Willow,Species of Concern,9.3,0.102
Vascular Plant,Salix nigra,"A Willow, Black Willow",Species of Concern,33.5,2.806
Vascular Plant,Salix sericea,Silky Willow,Species of Concern,62.8,0.561
Vascular Plant,Salix X pendulina,Pendulous Willow,,40.0,6.534
Vascular Plant,Hybanthus concolor,Green Violet,,41.8,0.209
Vascular Plant,Viola arvensis,Field Pansy,In Recovery,29.3,4.097
Vascular Plant,Viola bicolor,"Field Pansy, Wild Pansy",Species of Concern,24.7,0.009
Vascular Plant,Viola blanda,Sweet White Violet,Endangered,29.7,416.267
Vascular Plant,Viola blanda var. blanda,Sweet White Violet,,15.9,0.267
Vascular Plant,Viola blanda var. palustriformis,"Large-Leaf White Violet, Large-Leaved Violet",,38.4,3.6
Vascular Plant,Viola canadensis,Canadian White Violet,Endangered,102.6,0.071
Vascular Plant,Viola canadensis var. canadensis,Canadian Violet,Threatened,59.0,7.214
Vascular Plant,Viola canadensis var. corymbosa,Canadian Violet,,20.7,3.845
Vascular Plant,Viola conspersa,"American Bog Violet, Dog Violet",Species of Concern,84.4,14.597
Vascular Plant,Viola cucullata,Marsh Blue Violet,,6.2,12.812
Vascular Plant,Viola egglestonii,Glade Violet,Endangered,22.7,1.978
Vascular Plant,Viola hastata,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet",Endangered,26.8,1.132
Vascular Plant,Viola hirsutula,Southern Wood Violet,,102.5,1.337
Vascular Plant,Viola labradorica,Alpine Violet,,6.4,0.616
Vascular Plant,Viola lanceolata,"Lance-Leaf Violet, Lance-Leaved Violet",,30.4,35.625
Vascular Plant,Viola macloskeyi ssp. pallens,"Northern White Violet, Smooth White Violet",,50.6,0.197
Vascular Plant,Viola missouriensis,Missouri Violet,Threatened,484.1,3.196
Vascular Plant,Viola odorata,"English Violet, Sweet Violet",Species of Concern,113.3,1.128
Vascular Plant,Viola pedata,"Bird's Foot Violet, Bird's-Foot Violet",Species of Concern,46.5,13.446
Vascular Plant,Viola porterana,Stone's Violet,,105.8,23.183
Vascular Plant,Viola pubescens,Downy Yellow Violet,Endangered,69.9,0.75
Vascular Plant,Viola pubescens var. pubescens,Hairy Yellow Violet,Species of Concern,12.4,3.787
Vascular Plant,Viola pubescens var. scabriuscula,Downy Yellow Violet,,75.2,0.945
Vascular Plant,Viola rostrata,"Beaked Violet, Long-Spur Violet",Species of Concern,88.1,62.274
Vascular Plant,Viola rotundifolia,"Early Yellow Violet, Roundleaf Violet",,8.2,0.203
Vascular Plant,Viola sagittata,Arrow-Leaved Violet,Threatened,20.7,3.557
Vascular Plant,Viola sagittata var. ovata,Arrowleaf Violet,Species of Concern,13.1,48.449
Vascular Plant,Viola sagittata var. sagittata,Arrowleaf Violet,,40.8,1.82
Vascular Plant,Viola septemloba,Violet,Species of Concern,4.4,0.061
Vascular Plant,Viola septentrionalis,Northern Woodland Violet,Species of Concern,34.4,0.008
Vascular Plant,Viola sororia,Woolly Blue Violet,,82.7,1.11
Vascular Plant,Viola striata,"Pale Violet, Striped Violet",Threatened,1202.0,528.367
Vascular Plant,Viola tripartita,"Oval-Leaved Violet, Three-Parted Violet",,19.7,1.264
Vascular Plant,Viola walteri,Violet,In Recovery,81.0,116.505
Vascular Plant,Viola X primulifolia,Primrose-Leaved Violet,In Recovery,3.4,0.019
Vascular Plant,Helianthemum bicknellii,"Bicknell's Frostweed, Plains Frostweed",Endangered,11.6,7.077
Vascular Plant,Helianthemum canadense,"Canada Frostweed, Frostweed",,44.5,23.913
Vascular Plant,Helianthemum propinquum,Low Frostweed,Endangered,5.8,0.005
Vascular Plant,Lechea racemulosa,"Illinois Pinweed, Pinweed",,68.7,0.208
Vascular Plant,Abutilon theophrasti,Velvetleaf,Species of Concern,2.2,2.369
Vascular Plant,Alcea rosea,Hollyhock,,63.5,1.215
Vascular Plant,Hibiscus moscheutos ssp. moscheutos,Crimsoneyed Rosemallow,,14.2,1.107
Vascular Plant,Hibiscus syriacus,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",,15.7,0.057
Vascular Plant,Malva moschata,Musk Mallow,,10.4,6.069
Vascular Plant,Malva neglecta,"Common Mallow, Dwarf Cheeseweed",,36.1,2.51
Vascular Plant,Malva sylvestris,"High Cheeseweed, High Mallow",,7.4,1.047
Vascular Plant,Sida hermaphrodita,Virginia Fanpetals,Species of Concern,1.8,2.576
Vascular Plant,Sida spinosa,Prickly Mallow,,136.3,0.041
Vascular Plant,Tilia americana,American Basswood,,12.1,3.754
Vascular Plant,Tilia americana var. americana,American Basswood,Species of Concern,110.3,0.538
Vascular Plant,Tilia americana var. heterophylla,White Basswood,,10.7,0.012
Vascular Plant,Dirca palustris,Eastern Leatherwood,,27.8,271.834
Vascular Plant,Ammannia coccinea,"Ammannia, Tooth-Cup",Species of Concern,34.2,1.559
Vascular Plant,Cuphea viscosissima,Clammy Cuphea,Species of Concern,36.1,1.604
Vascular Plant,Rotala ramosior,"Rotala, Toothcup",Species of Concern,9.2,12.913
Vascular Plant,Rhexia mariana,"Maryland Meadow Beauty, Pale Meadow Beauty",,32.2,1.723
Vascular Plant,Rhexia mariana var. mariana,Maryland Meadowbeauty,Threatened,7.6,42.896
Vascular Plant,Rhexia virginica,"Meadow Beauty, Virginia Meadow-Beauty",,54.5,0.414
Vascular Plant,Circaea alpina,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",Endangered,81.6,0.475
Vascular Plant,Circaea lutetiana ssp. canadensis,"Intermediate Enchanter's Nightshade, Larger Enchanter's-Nightshade",,9.6,0.247
Vascular Plant,Epilobium ciliatum ssp. ciliatum,Willow-Herb,,2.9,5.359
Vascular Plant,Epilobium coloratum,Willow-Herb,Endangered,2.7,0.076
Vascular Plant,Gaura biennis,Biennial Gaura,,2.0,1.33
Vascular Plant,Gaura filipes,Slenderstalk Beeblossom,Species of Concern,20.5,0.729
Vascular Plant,Ludwigia alternifolia,"Alternate-Leaved Seedbox, Bushy Seedbox",,7.0,0.088
Vascular Plant,Ludwigia decurrens,"Decurrent Seedbox, Primrose Willow",,42.8,0.416
Vascular Plant,Ludwigia grandiflora,Large-Flower Primrose-Willow,Endangered,35.9,0.18
Vascular Plant,Ludwigia palustris,Water Purslane,Endangered,30.5,42.871
Vascular Plant,Ludwigia peploides ssp. glabrescens,Floating Primrosewillow,Threatened,49.6,0.588
Vascular Plant,Ludwigia uruguayensis,Seedbox,Species of Concern,33.4,0.903
Vascular Plant,Oenothera biennis,"Common Evening-Primrose, Evening Primrose",Species of Concern,24.8,0.73
Vascular Plant,Oenothera fruticosa ssp. fruticosa,Sundrops,,20.1,2.802
Vascular Plant,Oenothera fruticosa ssp. glauca,Sundrops,Threatened,7.4,0.13
Vascular Plant,Oenothera laciniata,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",Species of Concern,4.6,0.03
Vascular Plant,Oenothera linifolia,Threadleaf Eveningprimrose,Species of Concern,5.7,2.456
Vascular Plant,Oenothera speciosa,"Showy Evening Primrose, White Evening-Primrose",Species of Concern,8.4,5.954
Vascular Plant,Oenothera triloba,Stemless Eveningprimrose,,25.6,0.012
Vascular Plant,Nuphar lutea ssp. advena,Yellow Water-Lily,Species of Concern,53.8,12.516
Vascular Plant,Nymphaea odorata,"American Water-Lily, White Water-Lily",,7.4,4.714
Vascular Plant,Botrychium biternatum,"Southern Grape Fern, Sparse-Lobe Grape-Fern",Species of Concern,8.8,2.105
Vascular Plant,Botrychium dissectum,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern",,5.4,0.019
Vascular Plant,Botrychium jenmanii,Dixie Grapefern,,15.5,1.21
Vascular Plant,Botrychium lanceolatum var. angustisegmentum,Lanceleaf Grapefern,,15.2,0.085
Vascular Plant,Botrychium matricariifolium,"Daisy-Leaf Moonwort, Matricary Grapefern",Threatened,15.2,3.232
Vascular Plant,Botrychium oneidense,Blunt-Lobed Grape Fern,,23.2,2.602
Vascular Plant,Botrychium simplex,Least Moonwort,,11.0,30.855
Vascular Plant,Botrychium virginianum,Rattlesnake Fern,,6.0,5.578
Vascular Plant,Ophioglossum vulgatum,"Southern Adderstongue, Southern Adder's-Tongue",Species of Concern,101.3,5.486
Vascular Plant,Osmunda cinnamomea,Cinnamon Fern,,19.2,0.44
Vascular Plant,Osmunda claytoniana,Interrupted Fern,,85.1,0.047
Vascular Plant,Osmunda regalis var. spectabilis,Royal Fern,Species of Concern,7.7,0.61
Vascular Plant,Oxalis corniculata,Creeping Woodsorrel,Species of Concern,108.3,4.261
Vascular Plant,Oxalis dillenii,"Dillen's Woodsorrel, Yellow Sorrel",,7.7,0.759
Vascular Plant,Oxalis grandis,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",,11.7,0.28
Vascular Plant,Oxalis montana,"White Wood-Sorrel, Wood-Sorrel",Species of Concern,79.4,0.053
Vascular Plant,Oxalis stricta,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",Species of Concern,169.1,13.073
Vascular Plant,Oxalis violacea,Violet Wood-Sorrel,,90.8,0.518
Vascular Plant,Juniperus chinensis,Chinese Juniper,,20.5,0.046
Vascular Plant,Juniperus virginiana,Red Cedar,,13.1,5.664
Vascular Plant,Platycladus orientalis,Oriental White Cedar,Threatened,116.2,0.104
Vascular Plant,Thuja occidentalis,Northern White Cedar,,15.8,1.129
Vascular Plant,Abies fraseri,Fraser Fir,Species of Concern,4.6,7.231
Vascular Plant,Picea abies,Norway Spruce,,10.3,1.012
Vascular Plant,Picea rubens,Red Spruce,,14.3,0.229
Vascular Plant,Pinus,Pine,Species of Concern,24.3,0.962
Vascular Plant,Pinus echinata,Short-Leaf Pine,Species of Concern,15.7,0.267
Vascular Plant,Pinus palustris,Longleaf Pine,Species of Concern,36.0,102.929
Vascular Plant,Pinus pungens,Table Mountain Pine,,29.0,19.892
Vascular Plant,Pinus rigida,Pitch Pine,,4.6,2.446
Vascular Plant,Pinus strobus,White Pine,In Recovery,6.6,0.041
Vascular Plant,Pinus taeda,Loblolly Pine,,10.1,32.452
Vascular Plant,Pinus virginiana,Virginia Or Scrub Pine,,76.7,3.027
Vascular Plant,Tsuga canadensis,Eastern Hemlock,,3.9,1.009
Vascular Plant,Aristolochia macrophylla,Dutchman's Pipe,,35.2,2.557
Vascular Plant,Aristolochia serpentaria,"Snakeroot, Virginia Snakeroot",,2.7,0.178
Vascular Plant,Asarum canadense,Wild Ginger,Species of Concern,22.7,6.301
Vascular Plant,Hexastylis arifolia,"Little Brown Jug, Little Brown Jugs",Species of Concern,1.8,1.099
Vascular Plant,Hexastylis heterophylla,Variableleaf Heartleaf,Endangered,29.1,13.791
Vascular Plant,Hexastylis shuttleworthii,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",,56.3,7.074
Vascular Plant,Bulbostylis capillaris,"Bulbostylis, Dense-Tuft Hair-Sedge",,9.4,0.014
Vascular Plant,Carex,"Carex, Sedge, Sedge Species, Sedges",Threatened,15.3,20.168
Vascular Plant,Carex abscondita,Thicket Sedge,,130.6,9.741
Vascular Plant,Carex aestivalis,Summer Sedge,Endangered,41.1,4.259
Vascular Plant,Carex aggregata,Glomerate Sedge,Species of Concern,12.6,1.191
Vascular Plant,Carex albicans,Whitetinge Sedge,,181.8,0.156
Vascular Plant,Carex albicans var. albicans,Sedge,Species of Concern,170.3,0.737
Vascular Plant,Carex albicans var. australis,Sedge,,120.4,0.049
